ts_code,adj_factor
605177.SH,1.0
605178.SH,1.0
605179.SH,1.0
605183.SH,1.0
605186.SH,1.0
605188.SH,1.0
605198.SH,1.0
605199.SH,1.0
605208.SH,1.0
605218.SH,1.0
605222.SH,1.005
605228.SH,1.0
605255.SH,1.0
605258.SH,1.0
605266.SH,1.0
605268.SH,1.0
605277.SH,1.0
605286.SH,1.0
605288.SH,1.0
605289.SH,1.0
605298.SH,1.0
605299.SH,1.0
605303.SH,1.0
605318.SH,1.0
605333.SH,1.0
605336.SH,1.0
605337.SH,1.0
605338.SH,1.0
605358.SH,1.0
605366.SH,1.0
605368.SH,1.0
605369.SH,1.431
605376.SH,1.0
605377.SH,1.0
605378.SH,1.0
605388.SH,1.0
605389.SH,1.0
605398.SH,1.0
605399.SH,1.0
605500.SH,1.0
688001.SH,1.003
688002.SH,1.001
688003.SH,1.007
688004.SH,1.0
688005.SH,1.003
688006.SH,1.005
688007.SH,1.003
688008.SH,1.003
688009.SH,1.032
688010.SH,1.004
688011.SH,1.004
688012.SH,1.0
688013.SH,1.0
688015.SH,1.005
688016.SH,1.002
688017.SH,1.0
688018.SH,1.009
688019.SH,1.001
688020.SH,1.005
688021.SH,1.003
688022.SH,1.007
688023.SH,1.001
688025.SH,1.004
688026.SH,1.006
688027.SH,1.0
688028.SH,1.019
688029.SH,1.005
688030.SH,1.001
688033.SH,1.004
688036.SH,1.011
688037.SH,1.001
688039.SH,1.004
688050.SH,1.0
688051.SH,1.002
688055.SH,1.0
688056.SH,1.0
688057.SH,1.031
688058.SH,1.004
688059.SH,1.0
688060.SH,1.0
688063.SH,1.0
688065.SH,1.0
688066.SH,1.001
688068.SH,1.005
688069.SH,1.004
688070.SH,1.0
688077.SH,1.0
688078.SH,1.005
688079.SH,1.0
688080.SH,1.002
688081.SH,1.006
688083.SH,1.0
688085.SH,1.0
688086.SH,1.003
688088.SH,1.001
688089.SH,1.01
688090.SH,1.003
688092.SH,1.0
688093.SH,1.0
688095.SH,1.0
688096.SH,1.016
688098.SH,1.004
688099.SH,1.002
688100.SH,1.006
688101.SH,1.011
688106.SH,1.009
688108.SH,1.003
688109.SH,1.0
688111.SH,1.001
688116.SH,1.002
688118.SH,1.004
688122.SH,1.009
688123.SH,1.004
688126.SH,1.0
688127.SH,1.0
688128.SH,1.015
688129.SH,1.0
688133.SH,1.0
688135.SH,1.0
688136.SH,1.0
688138.SH,1.003
688139.SH,1.005
688155.SH,1.006
688156.SH,1.0
688157.SH,1.0
688158.SH,1.001
688159.SH,1.001
688160.SH,1.007
688165.SH,1.0
688166.SH,1.002
688168.SH,1.005
688169.SH,1.004
688177.SH,1.0
688178.SH,1.012
688179.SH,1.0
688180.SH,1.0
688181.SH,1.005
688183.SH,1.0
688185.SH,1.0
688186.SH,1.015
688188.SH,1.005
688189.SH,1.0
688191.SH,1.0
688195.SH,1.0
688196.SH,1.02
688198.SH,1.002
688199.SH,1.018
688200.SH,1.002
688201.SH,1.0
688202.SH,1.0
688208.SH,1.016
688215.SH,1.0
688218.SH,1.005
688219.SH,1.0
688221.SH,1.0
688222.SH,1.002
688228.SH,1.005
688229.SH,1.01
688233.SH,1.003
688256.SH,1.0
688258.SH,1.002
688260.SH,1.0
688266.SH,1.0
688268.SH,1.003
688277.SH,1.0
688278.SH,1.0
688286.SH,1.0
688288.SH,1.009
688289.SH,1.007
688298.SH,1.002
688299.SH,1.007
688300.SH,1.008
688301.SH,1.0
688308.SH,1.0
688309.SH,1.0
688310.SH,1.01
688311.SH,1.003
688312.SH,1.005
688313.SH,1.0
688315.SH,1.0
688316.SH,1.0
688317.SH,1.0
688318.SH,1.003
688321.SH,1.0
688328.SH,1.0
688329.SH,1.0
688330.SH,1.0
688333.SH,1.002
688335.SH,1.0
688336.SH,1.0
688338.SH,1.0
688339.SH,1.0
688350.SH,1.0
688356.SH,1.0
688357.SH,1.011
688358.SH,1.013
688360.SH,1.0
688363.SH,1.003
688365.SH,1.002
688366.SH,1.006
688368.SH,1.006
688369.SH,1.006
688377.SH,1.0
688378.SH,1.0
688379.SH,1.0
688386.SH,1.0
688388.SH,1.008
688389.SH,1.011
688390.SH,1.0
688393.SH,1.0
688396.SH,1.001
688398.SH,1.005
688399.SH,1.013
688408.SH,1.0
688418.SH,1.0
688456.SH,1.0
688466.SH,1.002
688468.SH,1.0
688488.SH,1.0
688500.SH,1.0
688505.SH,1.0
688508.SH,1.0
688510.SH,1.0
688513.SH,1.0
688516.SH,1.005
688518.SH,1.0
688519.SH,1.0
688520.SH,1.0
688521.SH,1.0
688526.SH,1.0
688528.SH,1.0
688529.SH,1.0
688533.SH,1.0
688536.SH,1.0
688550.SH,1.0
688551.SH,1.0
688555.SH,1.0
688556.SH,1.0
688557.SH,1.0
688558.SH,1.0
688559.SH,1.0
688560.SH,1.0
688561.SH,1.0
688566.SH,1.007
688567.SH,1.0
688568.SH,1.0
688569.SH,1.004
688571.SH,1.0
688577.SH,1.0
688578.SH,1.0
688579.SH,1.0
688580.SH,1.0
688585.SH,1.0
688586.SH,1.0
688588.SH,1.005
688589.SH,1.0
688590.SH,1.0
688595.SH,1.0
688596.SH,1.0
688598.SH,1.002
688599.SH,1.006
688600.SH,1.0
688606.SH,1.0
688607.SH,1.0
688608.SH,1.0
688609.SH,1.0
688611.SH,1.0
688616.SH,1.0
688617.SH,1.0
688618.SH,1.0
688619.SH,1.0
688626.SH,1.0
688628.SH,1.0
688630.SH,1.0
688633.SH,1.0
688636.SH,1.0
688639.SH,1.0
688656.SH,1.0
688658.SH,1.0
688659.SH,1.0
688661.SH,1.0
688662.SH,1.0
688663.SH,1.0
688665.SH,1.0
688667.SH,1.0
688668.SH,1.0
688669.SH,1.0
688676.SH,1.0
688677.SH,1.0
688678.SH,1.0
688679.SH,1.0
688680.SH,1.0
688682.SH,1.0
688683.SH,1.0
688686.SH,1.0
688687.SH,1.0
688689.SH,1.0
688696.SH,1.0
688698.SH,1.0
688699.SH,1.0
688777.SH,1.0
688788.SH,1.0
688819.SH,1.0
688981.SH,1.0
000301.SZ,2.293
000613.SZ,1.43
000670.SZ,10.09
000760.SZ,8.186
000792.SZ,7.369
002198.SZ,5.082
002260.SZ,2.31
002359.SZ,5.171
002711.SZ,7.187
300362.SZ,3.002
300534.SZ,3.519
300981.SZ,1.0
300982.SZ,1.0
600084.SH,7.186
600198.SH,1.814
600247.SH,4.678
600300.SH,7.172
600385.SH,2.42
600401.SH,18.868
600485.SH,2.826
600614.SH,167.722
600634.SH,8.783
600656.SH,17.771
600677.SH,6.381
600680.SH,3.918
600758.SH,2.784
600978.SH,5.041
605089.SH,1.0
